id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,energy,loudness,mode,decibel_range,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,first_artist,second_artist
2qZxUu6nVVDiMxlDMzTKxJ,Arbos,28.0,145227,0.0,"[""Arvo Pärt"", ""The Brass Ensemble Staatsorchester Stuttgart"", ""Dennis Russell Davies""]","['2P6ygesd9xg5DPOBnda2jg', '1w4fXU5W37nAKARerWmumJ', '6Ap58z5zmafflrr6BRbre8']",1987-05-01,29.4,-11.761,m,,0.031,0.727,0.971,0.101,0.215,77.127,4.0,Arvo Pärt,The Brass Ensemble Staatsorchester Stuttgart
0kLDwHxBaqtQbMuf1HEERK,Spinning Wheel - 1994 Remaster,34.0,187773,0.0,"[""Shirley Bassey""]",['090VebphoycdEyH165iMqc'],Year 1970,70.0,-8.595,m,,0.0956,0.248,1.23e-05,0.6559999999999999,0.616,110.134,4.0,Shirley Bassey,
7zj9HiUW7UOhkHaYzQx2Fr,אור נם,3.0,217707,0.0,"[""The Dudaim""]",['4ITDh4hPN9DC59cruNPr89'],1967-08-01,5.35,-21.568,m,,0.0454,0.952,0.0014,0.123,0.107,69.618,4.0,The Dudaim,
4swuJdL7ju8tDCboUzXFEj,再愛一遍,27.0,256627,0.0,"[""Andrew Tan""]",['5AhK8gDgOZT7lE1UlbyF1c'],2011-11-11,60.3,-6.957000000000002,M,,0.0331,0.421,0.0,0.163,0.384,143.885,4.0,Andrew Tan,
5HvkSSFlCuzZ1CoHsUDOCc,Henry Purcell: Jig,1.0,36533,0.0,"[""Henry Purcell"", ""Andrés Segovia""]","['3tMLo1k3iUo82coMLWXzxq', '3Din7QXYnTjT52WF62KS97']",1944-01-01,13.100000000000001,-23.755,M,,0.113,0.991,0.6859999999999999,0.112,0.268,101.285,4.0,Henry Purcell,Andrés Segovia
5aiK63ndFektCG9T6KADuV,I Follow Rivers,41.0,228467,0.0,"[""Lykke Li""]",['6oBm8HB0yfrIc9IHbxs6in'],Year 2011,53.29999999999999,-14.032,m,,0.0472,0.475,0.00153,0.235,0.607,122.262,4.0,Lykke Li,
7HluWEepcccMuRrgalcRn4,Kashi Vishwanath Gange,37.0,391827,0.0,"[""Krishna Das""]",['7BIXafmacnax46P30TEzNz'],Year 2001,65.6,-7.452000000000001,M,,0.0446,0.389,1.74e-05,0.0631,0.6579999999999999,114.599,4.0,Krishna Das,
46V1YQy4dwmVG9zB5PkawO,Regen,47.0,206391,0.0,"[""Frenna"", ""BLØF""]","['6m1LYS5NQonxjOcQFPQOb5', '0KQX2wRHV2VLjuscfJFNxB']",2018-11-23,66.9,-6.452000000000001,,,0.176,0.0633,0.0,0.148,0.267,99.984,4.0,Frenna,BLØF
2Y6bKZUpgrRKfwdS62lUId,Gladiator - Karl Schaap Remix,2.0,374964,0.0,"[""Jaroslav Nodes"", ""DJ Kosvanec"", ""Karl Schaap""]","['22qvq5GtgxS0cEHv8oXzbe', '6cYKhkxAuNAKmQaLagw3ie', '4kbhXE1BWMkoKr9C8JVB6L']",2018-12-24,99.3,-7.891,m,,0.0479,0.000144,0.866,0.925,0.674,137.991,4.0,Jaroslav Nodes,DJ Kosvanec
77RJVU4EiskbCI5ePQYMtm,"Puccini: Tosca, Act 1 Scene 9: ""Tosca? Che non mi veda"" (Scarpia, Tosca, Sagrestano)",5.0,171107,0.0,"[""Giacomo Puccini"", ""Tito Gobbi"", ""Maria Callas"", ""Melchiorre Luise"", ""Coro Del Teatro Alla Scala Di Milano"", ""Orchestra Del Teatro Alla Scala, Milano"", ""Victor de Sabata""]","['0OzxPXyowUEQ532c9AmHUR', '12msfS6HSE6p3CxcznZX6R', '0bjdfjE8XbLa2Odstu6E1E', '0D62Q97QxbAo6oDK3yRnl3', '7FMCfu4mkrKZd36Pj4lZla', '7JdPe4gzrYmbcko3FTav57', '6pkOp4PgHXN7BRIEMEi1wt']",Year 1953,15.0,-19.02,m,,0.0681,0.987,0.00147,0.495,0.239,141.26,4.0,Giacomo Puccini,Tito Gobbi
049pzc2bOa2TzuGvgne7gm,Freight Train,0.0,127098,0.0,"[""Bill Jenkins""]",['28I9MroYRFa8bkWsjbHvQo'],Year 1954,42.0,-15.914,M,,0.0357,0.293,0.954,0.217,0.7829999999999999,115.616,4.0,Bill Jenkins,
3JAlpnPIOhXur3QRVR2bXB,I Make Hamburgers,39.0,214453,0.0,"[""The Whitlams""]",['2fczAptz6g62e12F9LxYI6'],Year 2001,86.7,-6.388999999999999,M,,0.0444,0.0182,0.0,0.238,0.964,136.02100000000002,4.0,The Whitlams,
5n7i3V5zWqYvaDKd3XWrrL,Corone,44.0,252656,0.0,"[""Omega""]",['1UjxAZqzphB1tsMb1aWBj0'],2019-05-17,69.8,-7.8889999999999985,m,,0.121,0.39,0.00133,0.18,0.718,78.04899999999998,4.0,Omega,
1k2jYPMAJH5MQABhIY81cR,The Swamp Song - Version 1,50.0,44627,0.0,"[""Oasis""]",['2DaxqgrOhkeH0fpeiQq2f4'],1995-10-02,68.0,-5.711,M,,0.0481,3.44e-05,0.8759999999999999,0.268,0.149,143.019,4.0,Oasis,
1gP9feeY5DxLh0gJsIFAoC,Hit My Heart - Radio Edit,49.0,196284,0.0,"[""Benassi Bros."", ""Dhany""]","['0yrjYlutW9HgmJlnX479Mx', '7HiP69UJp8p2pKxnRaPqYF']",2004-04-01,69.3,-2.627,m,,0.0962,0.0565,0.0,0.404,0.531,133.886,4.0,Benassi Bros.,Dhany
7jHa6eS3qws71mQpSvk5t1,Zito Ta Paraloga,37.0,94427,0.0,"[""Pashalis Terzis""]",['1va4ozW68yYx2bjxzk29gs'],2009-03-12,78.9,-5.311,M,,0.0379,0.24,0.0,0.433,0.7929999999999999,133.042,4.0,Pashalis Terzis,
0q3H6zON4P8jA4AqtGDiqd,Until I Find You Again,28.0,264933,0.0,"[""Richard Marx""]",['0grdhNhiRLFBaFVyybqsj6'],1997-01-01,47.9,-7.732,M,,0.0268,0.47,0.0,0.188,0.0868,147.972,4.0,Richard Marx,
4wKC0WXl6bRHy6oA8WwIHl,Te Extrañare Mi Amor Te Extrañare,9.0,211747,0.0,"[""Henry Nelson""]",['3v6cjXnDyI5A6B8PwREI3L'],1977-03-09,33.5,-14.031,m,,0.0383,0.381,0.163,0.598,0.38,70.067,4.0,Henry Nelson,
6XcfKZvJio9Z0fQy11GnNX,broken,75.0,204878,0.0,"[""lovelytheband""]",['4KJ6jujcNPzOyhdNoiNftp'],2018-08-03,72.8,-5.808,M,,0.0419,0.00175,4.26e-06,0.0429,0.51,122.996,4.0,lovelytheband,
6C8fDqzuQGS5j2AsewRW0y,Save Me,0.0,219773,0.0,"[""Gareth Emery"", ""Christina Novelli""]","['0hprEC0nsWuQPSHag1O2Vi', '1dbzT291PCwwYJK0l3Tr1n']",2016-12-16,89.5,-6.035,M,,0.0488,0.0313,0.0058,0.351,0.113,130.012,4.0,Gareth Emery,Christina Novelli
4WTTh1YtBwf8hhKvRyJPwi,O Me Voy O Te Vas,48.0,287627,0.0,"[""Marco Antonio Solís""]",['3tJnB0s6c3oXPq1SCCavnd'],2001-01-01,64.0,-4.517,M,,0.0264,0.0732,0.000473,0.0925,0.396,96.011,4.0,Marco Antonio Solís,
5euSTblSO5R8hi6GnNVxYD,Autumn Leaves - Club Mix,0.0,511293,0.0,"[""Temple One"", ""Hannah Ray""]","['04d81XptQA11pLPxMXLxC9', '0X7JgNMZTsvIny5WFrBF8t']",2018-09-28,97.1,-7.2970000000000015,m,,0.0414,0.00121,0.8909999999999999,0.289,0.309,138.013,4.0,Temple One,Hannah Ray
21mbiVm5n6uxEcgdWg0L8V,Creo,41.0,284573,0.0,"[""Fito Paez""]",['1bZNv4q3OxYq7mmnLha7Tu'],1992-02-01,32.1,-12.550999999999998,M,,0.0292,0.0691,0.000377,0.0699,0.349,72.919,4.0,Fito Paez,
3gX6GURYUu3YQ9Ooymy5Fx,Dersim Dört Dağ İçinde,23.0,229599,0.0,"[""Ahmet Kaya""]",['1Y2FwScblyMxpLTrNdfwyU'],Year 1989,23.200000000000003,-17.993,m,,0.0433,0.91,0.000175,0.877,0.322,122.27,5.0,Ahmet Kaya,
33sklOCpzBjFAMSNF8jSE3,La Celestina,37.0,287773,0.0,"[""Lhasa De Sela""]",['3IbqRfvnvj5C22pHD38KXI'],1997-02-04,58.3,-8.581,m,,0.0302,0.581,0.00011,0.101,0.354,111.104,4.0,Lhasa De Sela,
0cYNd7cT1M79JGtVr5zoDv,Rund um die Liebe: Medley The Merry Widow - Wiener Blut,0.0,550067,0.0,"[""Oscar Straus"", ""Franz Lehár"", ""Johann Strauss II"", ""Hilde Gueden"", ""Vienna State Opera Chorus"", ""Vienna State Opera Orchestra"", ""Max Schönherr""]","['7gFm3oc3OUIAgoxOp1Bgy6', '3O3SOoPYtUSjajTdIag0nT', '5goS0v24Fc1ydjCKQRwtjM', '6wC8AF31dHArqcz5j0QDJB', '7dG0oG7NmmndPNaORvzwj9', '5VFkAGIv1Pioeb6e2JfpOE', '4L40SxS0hU6sW8IKLHwbeG']",Year 1949,14.499999999999998,-18.669,M,,0.0405,0.952,0.0884,0.0924,0.117,76.028,4.0,Oscar Straus,Franz Lehár
6U1WJ8VNn9AAgrjfetaTYK,Bobeou Dançou,23.0,233093,0.0,"[""Xuxa""]",['4DOlsUBpxw706SXx05Xoi2'],1989-01-01,90.8,-10.275,M,,0.0637,0.618,2.11e-05,0.361,0.418,121.133,4.0,Xuxa,
5szaZLGBTfcEsYOJEEk6b8,Yağmur (Bana Yalan Söylediler),25.0,299707,0.0,"[""Beş Yıl Önce On Yıl Sonra""]",['65v2gmjQWEzdIHO7LhYWEq'],1983-10-17,84.9,-8.493,m,,0.159,0.135,0.0,0.0849,0.544,158.963,4.0,Beş Yıl Önce On Yıl Sonra,
4aHjOz1WJnCtspVUL9LBz4,Wasn't Born To Follow,23.0,122160,0.0,"[""The Byrds""]",['1PCZpxHJz7WAMF8EEq8bfc'],1971-10-29,25.6,-17.275,M,,0.0404,0.254,0.00169,0.21,0.578,92.965,4.0,The Byrds,
2RmgB5mjAoNu2k5JEKUAja,S' Afino Ston Epomeno,29.0,191000,0.0,"[""Giorgos Sabanis""]",['6ZGwdAmu91r8mpA6SXodzd'],2008-03-21,74.8,-7.7970000000000015,m,,0.0465,0.00661,0.0,0.3,0.48,140.012,4.0,Giorgos Sabanis,
2UjGEqZ0wDiVlWIaTUy60J,Ein Vogelbaby wird niemals satt,40.0,121187,0.0,"[""Rolf Zuckowski""]",['2qn4hIXsvRUyFoboMi31XB'],1994-02-28,31.900000000000002,-13.945,M,,0.0444,0.7809999999999999,6.13e-06,0.286,0.846,128.685,4.0,Rolf Zuckowski,
62obgbkuUt75nDIiIcLI4T,Smoke from a Distant Fire,51.0,213973,0.0,"[""Sanford Townsend Band""]",['2PblGVYNdrem5ODxxMNhr0'],Year 1976,62.5,-9.343,M,,0.0464,0.15,0.000313,0.0804,0.747,136.997,4.0,Sanford Townsend Band,
4De2VN6I55c0MBPITTuaLO,Tujh Sa Haseen,16.0,320447,0.0,"[""Kishore Kumar""]",['0GF4shudTAFv8ak9eWdd4Y'],1981-07-10,66.7,-7.23,m,,0.0736,0.136,0.000618,0.121,0.759,117.886,4.0,Kishore Kumar,
1aPqexHVW20OTamBHdWWVL,Undress Rehearsal,61.0,214787,0.0,"[""Timeflies""]",['6dC0rIJNLSFZwqckLgXJ8p'],2015-09-18,65.2,-4.159,m,,0.0849,0.00456,0.0,0.0287,0.73,122.997,4.0,Timeflies,
7zqdXA7eC2dafnpt7toXtE,パッシュ,13.0,200000,0.0,"[""THE MINKS""]",['4StWZYlovbOOPkSAWjYZHu'],1989-07-21,79.0,-8.822000000000003,M,,0.0366,0.00511,0.0,0.087,0.938,109.911,4.0,THE MINKS,
04WDISxCC5GwM3Vu1yNmFG,Cul De Sac,30.0,350987,0.0,"[""Van Morrison""]",['44NX2ffIYHr6D4n7RaZF7A'],Year 1974,49.6,-5.966,M,,0.033,0.622,0.0024,0.1369999999999999,0.4970000000000001,102.441,3.0,Van Morrison,
1eaEgWqfbtWjBnMPBC3qBE,Sun 2011 - Extended Mix,4.0,543606,0.0,"[""Slusnik Luna""]",['0oEuMd3OoMuGOIUt1wiMbA'],2020-09-03,91.10000000000001,-6.84,M,,0.058,0.000111,0.915,0.0518,0.156,131.996,4.0,Slusnik Luna,
29dYS4i5EXRgMSobKU4Udw,Perco Me Em Ti,42.0,169292,0.0,"[""Myles 6ix""]",['2PGHvstK1cEjR9AX2ERq9l'],2019-05-28,47.699999999999996,-10.214,m,,0.152,0.945,0.0,0.0973,0.5670000000000001,90.776,4.0,Myles 6ix,
43MM4MWwgBKWbdQDNpkGKE,Monte Carlo,2.0,141133,0.0,"[""Myka 9"", ""Factor Chandelier""]","['07tB6knv7c0JsSbkfV5iZd', '68XL9b5CHwRP50KMcVGl33']",2019-01-15,78.0,-8.897,M,,0.296,0.175,0.423,0.278,0.449,102.117,4.0,Myka 9,Factor Chandelier
4ZDtUL6Y7aqE09Q5zhW1KG,愛像什麼,23.0,211852,0.0,"[""劉文正""]",['0OrFa364iBhAWrhJM9aOGM'],Year 1983,68.5,-8.107000000000001,M,,0.0791,0.352,1.98e-05,0.0842,0.901,130.743,4.0,劉文正,
3DCAjSZiLK127tGL0URVGE,Stay,43.0,237533,0.0,"[""Eternal"", ""P Jervier"", ""Steve Jervier"", ""Wales""]","['7zYGAXxAaq15C9eM29M8Fj', '29tN6dpjDGnlr6QkCSOemd', '6nLM87NFy18fHOOprTtWuS', '7AIqEHSDwom8YR90Mt8CQD']",1993-11-29,72.7,-8.058,m,,0.054,0.00411,1.53e-06,0.0289,0.846,98.528,4.0,Eternal,P Jervier
69kZsoRrSf7GBTSdJ4BjqA,Another Day,56.0,263120,0.0,"[""Dream Theater""]",['2aaLAng2L2aWD2FClzwiep'],1992-06-30,61.4,-10.41,M,,0.0302,0.00223,1.16e-05,0.0936,0.343,140.56,4.0,Dream Theater,
5oifsERuHp2U7JzAVKx0UT,Você Se Parece Com Todo Mundo,30.0,173347,0.0,"[""Barão Vermelho""]",['5zq0SGWxrmzpTSXkBEQzMj'],1984-01-01,46.300000000000004,-10.473,M,,0.0425,0.278,0.0,0.173,0.696,139.063,4.0,Barão Vermelho,
6G8NgDM2Hfd95nQ7adFBzO,Vivo Pero Muerto,30.0,220019,0.0,"[""Fenelon""]",['76hKXTHgTJdtwKhuELWamR'],2018-08-28,90.4,-4.216,m,,0.299,0.623,3.14e-05,0.425,0.7040000000000001,114.789,4.0,Fenelon,
3jy1Yi0AkvCLUlCmOAlBqX,Vagabundo,11.0,276907,0.0,"[""Rubby Pérez""]",['2uYEU8bUQQ77Bk9HJJwxqx'],1988-01-01,58.599999999999994,-10.966,m,,0.0363,0.563,5.29e-06,0.181,0.736,133.101,4.0,Rubby Pérez,
1694OmuAgEnn5353NbU5yR,No. 1 Punjabi - Chori Chori Chupke Chupke,31.0,432107,0.0,"[""Sonu Nigam"", ""Jaspinder Narula""]","['1dVygo6tRFXC8CSWURQJq2', '4qf5iWCSqeCW9TlbwO58bo']",2000-01-01,93.60000000000001,-8.627,m,,0.0571,0.0956,0.0306,0.0548,0.7879999999999999,109.935,4.0,Sonu Nigam,Jaspinder Narula
54SVSLkZTLxmGGlvhxTt4I,Me Gustaría,52.0,219706,0.0,"[""Sech"", ""Justin Quiles"", ""Jowell & Randy"", ""Dímelo Flow""]","['77ziqFxp5gaInVrF2lj4ht', '14zUHaJZo1mnYtn6IBRaRP', '4IMAo2UQchVFyPH24PAjUs', '3fZk3Gm5dN5v5yfYMQ04Bx']",2018-11-22,48.6,-7.013999999999999,,,0.236,0.328,0.0,0.08,0.721,170.054,4.0,Sech,Justin Quiles
4jNZzBtb11Hoi2K7aUlgIu,Feketemosó,21.0,145053,0.0,"[""Kiscsillag""]",['6HrYHEvzVd9RliqNL80Ph6'],2006-01-01,88.0,-4.64,M,,0.0366,0.000347,0.0006929999999999,0.113,0.816,150.739,3.0,Kiscsillag,
0lLlcKlhjG3RFiXsudIyc4,คลั่ง,15.0,239667,0.0,"[""Boyd Kosiyabong"", ""Sutthipong Tadpithakkul""]","['7LiltnpnD4Q60750gWXrgB', '4UtiDWDY9TKnR9wqaHBLat']",1998-03-14,62.9,-15.223,m,,0.0558,0.0204,0.000217,0.0558,0.758,105.811,4.0,Boyd Kosiyabong,Sutthipong Tadpithakkul
6AytgVimdzkUThH9eep80w,SAVE OUR SPACE FOR CHILDREN,14.0,299067,0.0,"[""Masayoshi Takanaka""]",['2Ex4vjQ6mSh5woTlDWto6d'],Year 1987,88.8,-9.459,M,,0.0303,0.00245,0.897,0.272,0.97,145.06799999999996,4.0,Masayoshi Takanaka,
46tyRpuzOFiUdwA7oaGY7n,In Schönbrunn bei den Affen,9.0,156320,0.0,"[""Hilli Reschl""]",['4BYizQpLSN8VlSWfEpeCan'],1991-01-01,29.799999999999997,-14.103,M,,0.117,0.978,0.0,0.063,0.669,110.825,4.0,Hilli Reschl,
0K6bsxgvsknDbHER13rFv6,Kr. Patah Hati,12.0,259613,0.0,"[""Hetty Koes Endang""]",['5EITOMadvjqpslJ4Y5j5z6'],1983-01-01,44.1,-7.07,M,,0.0301,0.604,0.000469,0.345,0.439,130.029,4.0,Hetty Koes Endang,
0PEhslheyHt2wuUiz7cYxW,Scarlet Fever,39.0,240800,0.0,"[""Kenny Rogers""]",['4tw2Lmn9tTPUv7Gy7mVPI4'],1983-02-11,49.20000000000001,-10.57,M,,0.0289,0.292,0.0,0.0553,0.705,83.06700000000002,4.0,Kenny Rogers,
18EQCFmlUF3N33s2KHYLcV,著地 (劇集《男排女將》主題曲),38.0,244800,0.0,"[""Stephy Tang""]",['4ujntV2BGRi7X4UbCmTFX0'],2020-11-20,69.3,-8.914,M,,0.0377,0.0473,2.39e-05,0.112,0.564,149.895,4.0,Stephy Tang,
7oJltGUQuMyvhPYSPv53qT,La Virgen del Cerro - Remasterizado,0.0,182493,0.0,"[""Francisco Canaro"", ""Charlo""]","['2maQMqxNnlRrBrS1oAsrX9', '3Ry0Bx0jq7Z6nbzTfcsvkL']",1931-12-11,16.399999999999988,-14.133,m,,0.0647,0.996,0.871,0.421,0.525,117.861,4.0,Francisco Canaro,Charlo
6sykijVtS1m8vxLnkKXrJ5,"When You're Hot, You're Hot",49.0,139560,0.0,"[""Jerry Reed""]",['3kvy8do7n0qVqvlNFS4yOF'],Year 1995,83.2,-10.783,M,,0.0981,0.354,0.0,0.1,0.91,101.045,4.0,Jerry Reed,
0oPPtKffVA5mzkBGMgHoLE,Bara Sanabo - Bara,0.0,191360,0.0,"[""Unspecified""]",['1DAxGq6wVo10yU3vjZV9kM'],1951-01-01,51.1,-17.808,M,,0.0775,0.986,0.913,0.0838,0.871,153.247,4.0,Unspecified,
5Zxl41E4MfWLTe1R0qUWZ2,"Que ya Viví, Que te Vas",33.0,175579,0.0,"[""Silvio Rodríguez""]",['4rUyBlggM5tZUH5QZn9ZuO'],1980-01-01,31.5,-9.598,m,,0.0337,0.8690000000000001,0.000742,0.168,0.344,129.83700000000002,3.0,Silvio Rodríguez,
1MT5zOYX94imlPjBB6tb5s,These Foolish Things (Remind Me of You) - Remastered,24.0,162822,0.0,"[""Frank Sinatra"", ""Axel Stordahl Orchestra""]","['1Mxqyy3pSjf8kZZL4QVxS0', '6omum8u3BMagUwg8RI2VhG']",1946-03-04,16.3,-14.043,m,,0.0376,0.952,0.000273,0.184,0.313,135.28799999999998,3.0,Frank Sinatra,Axel Stordahl Orchestra
6it2hJWDqSSkZ5haax4xrF,בלי לומר מילה,25.0,253000,0.0,"[""Shalom Hanoch""]",['1Eks6sKVw6yepoeTbWv0YD'],1985-03-01,19.7,-18.068,m,,0.0261,0.336,1.52e-05,0.091,0.511,103.507,4.0,Shalom Hanoch,
6LATucLFya19iJd3AN4OMe,Sedavam na domovnich schodech,21.0,133160,0.0,"[""NAVAROVA ZUZANA""]",['1NQHI0CgMOwPLeLZLhVmYg'],Year 2005,26.5,-10.113,m,,0.0581,0.953,1.03e-05,0.106,0.4270000000000001,119.696,4.0,NAVAROVA ZUZANA,
7DUaFxV3HrQL8gI2JNmwuH,Stick Up,16.0,184880,0.0,"[""Honey Cone""]",['0CXNdUUhv5Cw42dr0wWrjd'],1971-01-01,73.8,-7.825,m,,0.0416,0.206,0.0,0.182,0.8909999999999999,97.695,4.0,Honey Cone,
6DPZdDkTOydyM40IXRi70Z,Red Warrior,51.0,236093,0.0,"[""Hans Zimmer""]",['0YC192cP3KPCRWx8zr8MfZ'],2003-11-25,39.900000000000006,-13.694,m,,0.04,0.0484,0.389,0.0722,0.0387,143.661,4.0,Hans Zimmer,
7qLEaxMiR8WUsCG1uOBsuO,Louisiana 1927 - Remastered,31.0,176000,0.0,"[""Randy Newman""]",['3HQyFCFFfJO3KKBlUfZsyW'],Year 1974,28.000000000000004,-11.715,M,,0.0284,0.317,0.00291,0.159,0.187,134.056,4.0,Randy Newman,
6sNXFtBPUvyFWEjSZhEwbd,我不想忘記你,42.0,245893,0.0,"[""Claire Kuo""]",['6OiFtK426XJWnOJ2HYlSbf'],2007-06-29,48.3,-5.902,M,,0.0312,0.75,0.0,0.11,0.162,119.706,4.0,Claire Kuo,
4ACUdoLUYHK4na8KHDzEkS,The Times They Are A-Changin',18.0,317640,0.0,"[""Burl Ives""]",['0MHgLfmQdutffmvWe5XBTN'],1968-06-17,30.9,-14.199000000000002,M,,0.0334,0.0531,0.00576,0.0763,0.215,91.967,4.0,Burl Ives,
6RGWS973sjA0K7qzqi0Lm0,Полковник,35.0,191000,0.0,"[""7B""]",['4713QaNWUosi3HuVMjHtGS'],2012-01-01,91.7,-4.828,m,,0.154,0.0974,0.0,0.11,0.632,170.11700000000005,4.0,7B,
45IJCUmR30YR8SBiBw14bD,Just as Long as We Have Love,38.0,245867,0.0,"[""The Spinners""]",['5fbhwqYYh4YwUoEs582mq5'],Year 1975,35.199999999999996,-10.732,m,,0.0308,0.831,5.53e-05,0.0609,0.261,137.985,4.0,The Spinners,
6TmKfga9z7cPnrXqK5posr,Only God Can Count The Apples,8.0,139467,0.0,"[""Linda & Frostie Gray""]",['3FLFQKcx8H5eJa9hVjDrr1'],1982-01-01,33.7,-14.646,M,,0.4,0.504,0.0,0.382,0.8240000000000001,180.12400000000005,4.0,Linda & Frostie Gray,
3fr4iZQazKQDnBvTI6xQ5u,モルヒネ,32.0,221747,0.0,"[""Sheena Ringo""]",['2XjqKvB2Xz9IdyjWPIHaXi'],1999-02-24,83.8,-4.039,M,,0.0371,0.162,0.000215,0.185,0.7829999999999999,192.288,4.0,Sheena Ringo,
6YBOnkZdJk6PEcOqZ0Htfz,Rosas,27.0,249638,0.0,"[""Regula""]",['6pyqBc7HaffcZJhyfjnceP'],2013-05-22,53.0,-6.803999999999999,m,,0.0747,0.0455,0.000105,0.0768,0.288,80.032,4.0,Regula,
7KIY1H6TG5ygADaaPE9YRA,Adiós Amor,32.0,216827,0.0,"[""Mar de Copas""]",['01CPQQGyqdgTqtyLxPrPur'],2010-01-01,88.4,-3.867,M,,0.0427,0.00212,0.000593,0.8240000000000001,0.5,143.987,4.0,Mar de Copas,
5DOJYZwNSo43iTlsjXEKnw,Meri Duniya Hai Maa,12.0,217800,0.0,"[""S. D. Burman""]",['4vMKEXQ4cU5hb2BL4omVrT'],1969-01-01,31.4,-15.224,M,,0.0393,0.934,0.0626,0.0964,0.55,131.122,3.0,S. D. Burman,
2Gxn409sXzjuhlZ6hjbsni,Contigo Aprendí,31.0,177413,0.0,"[""María Martha Serra Lima""]",['03vv0WEv8o8eeVgeXBVHdP'],1984-11-12,49.0,-9.006,M,,0.0286,0.728,2e-05,0.112,0.472,89.352,4.0,María Martha Serra Lima,
2OjO3ZBIR59xMqoo9z17sJ,Las Penas del Provinciano,23.0,186013,0.0,"[""Emiliano Cardozo""]",['6EU6mgrDfDowccl4rd8XMn'],1997-04-12,38.0,-11.056,M,,0.0534,0.403,0.0,0.106,0.5720000000000001,123.234,4.0,Emiliano Cardozo,
4EbqnubLpWIxPbIVcMH305,(They Long To Be) Close To You,45.0,161667,0.0,"[""The Cranberries""]",['7t0rwkOPGlDPEhaOcVtOt9'],1994-10-03,31.7,-11.474,M,,0.0292,0.638,6.829999999999999e-05,0.0564,0.347,52.679,4.0,The Cranberries,
50VBbiTCB2oW8MtGJvXXWI,Kuşlarla Çocuklarımıza - Nihavend,28.0,197920,0.0,"[""Erol Evgin""]",['6zzBsqAEDo53s2dSeZzWvo'],Year 1987,35.099999999999994,-14.062,m,,0.141,0.953,0.0113,0.211,0.644,86.713,4.0,Erol Evgin,
3VrJ8JjFgwK48fNl4PRDDr,Dotti medici e sapienti,32.0,201653,0.0,"[""Edoardo Bennato""]",['7AWtkwVftjGXkoCIEvI7fW'],1977-07-16,59.8,-7.728,M,,0.0606,0.769,1.37e-06,0.813,0.7040000000000001,98.913,4.0,Edoardo Bennato,
4rMNgxEwGWoPHIUcvB5BrB,It Will Rain,63.0,257848,0.0,"[""Bruno Mars""]",['0du5cEVh5yTK9QJze8zA0C'],2011-09-27,82.4,-6.885,M,,0.0463,0.359,0.0,0.0816,0.434,149.981,4.0,Bruno Mars,
4xkxsNkeeermRIkOdkkoab,Werken Is Ongezond,18.0,208173,0.0,"[""Pater Moeskroen""]",['5Wx0laye9jwDsOQDOPmnWl'],1991-01-01,39.300000000000004,-11.328,m,,0.0861,0.324,1.7899999999999998e-05,0.0794,0.7390000000000001,78.045,4.0,Pater Moeskroen,
0ELpdS4ibzL5kDM5BeTyxc,Juntos a la Par - Bonus Track,46.0,250933,0.0,"[""Daniela Herrero""]",['4DnisEwhpsBmBcyGvxRske'],2011-11-16,45.300000000000004,-6.121,M,,0.039,0.302,2.04e-06,0.0547,0.205,82.99600000000002,4.0,Daniela Herrero,
2TrTQKJt3y3AQhpf2J5CkT,"Cello Concerto in A Minor, Op. 129: I. Nicht zu schnell",2.0,710467,0.0,"[""Robert Schumann"", ""Pablo Casals"", ""Eugene Ormandy"", ""Prades Festival Orchestra""]","['2UqjDAXnDxejEyE0CzfUrZ', '42ZCvzken6DllCB1xghinZ', '3naY4Tq98GRh9K8xOsINyv', '2DEZSSHiw1lhTPkOc5Vdsh']",Year 1953,11.899999999999999,-17.166,m,,0.0411,0.974,0.8759999999999999,0.21,0.1369999999999999,86.822,4.0,Robert Schumann,Pablo Casals
5GffpozsroUefuE3shAh6H,Me duele el corazon,34.0,177427,0.0,"[""Julio Jaramillo""]",['6HqPNOo6OV9rPbEY7MP9T8'],2008-10-24,37.3,-9.256,m,,0.13,0.8690000000000001,0.00102,0.0909,0.403,143.66,3.0,Julio Jaramillo,
2IgUb5GJzEo97i93i5R0lx,Wholesale Love,15.0,148773,0.0,"[""Otis Redding""]",['60df5JBRRPcnSpsIMxxwQm'],1965-03-01,33.5,-13.058,m,,0.0663,0.406,0.0,0.214,0.758,120.755,4.0,Otis Redding,
1tN7aDZqjPNViDsH2vs22X,ヒステリックナイトガール -Awakening-,44.0,205642,0.0,"[""PSYQUI"", ""Such""]","['3p8H8HTn04KXh2NRzhKScl', '0m7tILDYjOZCFFVVGmI3io']",2018-12-31,97.39999999999999,-2.842,m,,0.0665,1.89e-05,0.41,0.22,0.642,159.981,4.0,PSYQUI,Such
5waAKMKahowuNAPUyIYwmX,El Cha Cha,36.0,158560,0.0,"[""El Empuje""]",['7rtCjmJ5EIcfL9l1bt59hU'],2006-01-01,80.5,-0.186,M,,0.265,0.315,0.000104,0.0625,0.963,135.097,5.0,El Empuje,
